harga,LB,LL,kamar_tidur,kamar_mandi,proyek,alamat,telp,email,atap,dinding,lantai,unit_subsidi,unit_komersil,longlat,kabupaten_kota
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 2,PESONA MILLENIAL RESIDENCE,"Jl. Rambutan No. 1 Kelurahan Sidomulyo Timur, Kecamatan Marpoyan  Damai, Pekanbaru. no. 1 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Sidomulyo Timur",Telp : 082171090491,Email : rajagrahasejati@gmail.com,a. Atap  Genteng Metal,b. Dinding  Bata aci,c. Lantai & Pondasi  Keramik 40x40 & Cor Bertulang,Subsidi : 73 Unit,Komersil : 0 Unit,"0.433564, 101.296844","C7MW+CPH Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 3.500.000.000","Luas Bangunan: 300m
                    2","Luas Lahan: 772m
                      2",Kamar Tidur: 5,Kamar Mandi: 5,Grand Cluster Ubud-s,"JL. SIANTAN no. 20 RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Labuai",Telp : 081262008787,Email : merikaya01@gmail.com,"a. Atap  MUNIR, PALFOM GYPUSUM",b. Dinding  BATA MERAH PLESTER ACI CAT JOTUN,c. Lantai & Pondasi  GRANIT 80*80 & PANCANG BETON MATERIAL SNI,Subsidi : 0 Unit,Komersil : 0 Unit,"0.476032, 101.473582","FFGF+CC8 Tengkerang Labuai, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BUMI RIAU LESTARI 6,"Putih Pungguk no. H2 RIAU, KOTA PEKANBARU,
              Rumbai, Umban Sari",Telp : 085278285290,Email : 815674205216000@pu.go.id,a. Atap  Multi roof,b. Dinding  batu bata plaster aci,c. Lantai & Pondasi  keramik & sloof beton,Subsidi : 95 Unit,Komersil : 0 Unit,"0.583469, 101.400111","HCM2+92Q Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA KARMILA 4,"Jl. KH. Nasution no. 11 RIAU, KOTA PEKANBARU,
              Bukit Raya, Simpang Tiga",Telp : 082169819181,Email : mutiarakarmilamandiri02@gmail.com,a. Atap  spandek,b. Dinding  bata di cor,c. Lantai & Pondasi  granit & cor bertulang,Subsidi : 15 Unit,Komersil : 0 Unit,"0.418323, 101.380470","C99J+85H Teluk Kenidai, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 90m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA BERINGIN,"Jl Dwikora  no. 147 RIAU, KOTA PEKANBARU,
              Sail, Sukamulya",Telp : 085274118422,Email : adhirayasejahtera@gmail.com,a. Atap  BAJARINGAN,b. Dinding  PLESTER,c. Lantai & Pondasi  KERAMIK 40 X 40 & BETON,Subsidi : 18 Unit,Komersil : 0 Unit,"0.515676, 101.359503","G985+7RC Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BUMI TENAYAN ASRI 2,"Jl Pinang no. 28D RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Wonorejo",Telp : 082174767620,Email : ptsemesta13@gmail.com,a. Atap  Baja ringan + Genteng metal,b. Dinding  Plaster + Aci + Cat,c. Lantai & Pondasi  Keramik & Bata rolag + Slof beton bertulang,Subsidi : 25 Unit,Komersil : 0 Unit,"0.462742, 101.505103","FG74+32X Kulim, Kota Pekanbaru, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BUMI TARAI INDAH,"JL PINANG no. 28D RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Wonorejo",Telp : 082174767620,Email : ptsemesta13@gmail.com,a. Atap  Baja ringan + Genteng Metal,b. Dinding  Plaster + Aci + Cat,c. Lantai & Pondasi  Keramik & Bata rolag + Slof beton bertulang,Subsidi : 3 Unit,Komersil : 0 Unit,"0.423475, 101.360603","C9F6+96Q Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya asri rambah raya,"Jl.rambah raya GG.rambah 6 no. A.1 RIAU, KAB KAMPAR,
              Siak Hulu, Kubang Jaya",Telp : 085263962748,Email : akashacahayaprima@gmail.com,"a. Atap  Rangka Baja Ringan,Atap Seng Multiroof/Sejenisnya",b. Dinding  Pasangan Bata Merah pLaster Luar Dalam,"c. Lantai & Pondasi  Keramik & pondasi ,Slof Cor Beton Besi Bertulang",Subsidi : 0 Unit,Komersil : 0 Unit,"0.416938, 101.409971","CC85+QXH Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 162.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 90m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,PERUMAHAN PERKASA PERMAI,"JL.KENANGA  no. 68 RIAU, KOTA PEKANBARU,
              Senapelan, Padang Bulan",Telp : 082383394938,Email : suryadharma718@yahoo.com,a. Atap  superdek,"b. Dinding  batu bata plester, cat",c. Lantai & Pondasi  granit & slof beton bertulang,Subsidi : 8 Unit,Komersil : 0 Unit,"0.541482, 101.474155","GFRF+HMR Rejosari, Kota Pekanbaru, Riau, Indonesia"
"Harga:
                    Rp 2.000.000.000","Luas Bangunan: 250m
                    2","Luas Lahan: 1225m
                      2",Kamar Tidur: 4,Kamar Mandi: 4,GRAND Ubud Cluster-D,"JL. SIANTAN no. 20 RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Labuai",Telp : 081262008787,Email : merikaya01@gmail.com,a. Atap  KANMURI,b. Dinding  BATA,c. Lantai & Pondasi  GRANIT & PANCANG BESI 25*25,Subsidi : 0 Unit,Komersil : 0 Unit,"0.476032, 101.473582","FFGF+CC8 Tengkerang Labuai, Kota Pekanbaru, Riau, Indonesia"
,,,,,PERUMAHAN TAMAN RAUDAH ASRI,"Perumahan Taman Raudah Asri, Jl Ncik Hasnah no. A-03 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Kulim",Telp : 081276051900,Email : PTRAB.PROPERTINDO@GMAIL.COM,,,,Subsidi : 0 Unit,Komersil : 0 Unit,"0.482908, 101.532600","FGMM+529 Kulim, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Alam Lestari Residence Tahap 2,"JL. TUANKU TAMBUSAI no. 34 B RIAU, KOTA PEKANBARU,
              Sukajadi, Jadirejo",Telp : 085219441250,Email : pt.fazia01@gmail.com,a. Atap  Rangka Baja Ringan dan Atap Longspan/Spandek,b. Dinding  Press bata di plaster + aci,c. Lantai & Pondasi  Keramik 40x40 & Pondasi setempat beton bertulang dan sloof beton bertulang,Subsidi : 91 Unit,Komersil : 0 Unit,"0.624536, 101.419540","JCF9+RR7 Muara Fajar, Kota Pekanbaru, Riau, Indonesia"
"Harga:
                    Rp 162.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,KARYA BARU ASRI,"JALAN KARYA BARU no. 01 RIAU, KAB KAMPAR,
              Siak Hulu, Desa Baru",Telp : 081365664321,Email : r.rezafaisal@gmail.com,a. Atap  RANGKA BAJA ATAP SPANDEK WARNA,b. Dinding  BATU BATA PLESTER,c. Lantai & Pondasi  KERAMIK & COR BETON BERTULANG,Subsidi : 150 Unit,Komersil : 0 Unit,"0.624536, 101.419540","JCF9+RR7 Muara Fajar, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 95m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BERDIKARI CLUSTER,"JL. SUKA KARYA PERUM PARIS ATAYA no. 0 RIAU, KOTA PEKANBARU,
              Tampan, Tuahkarya",Telp : +62 853-7637-1122,Email : propertywahana@gmail.com,a. Atap  RANGKA BAJA,b. Dinding  BATA PLASTER,c. Lantai & Pondasi  GRANIT & COR BENTON BERTULANG,Subsidi : 7 Unit,Komersil : 0 Unit,"0.561503, 101.425643","HC6G+J72 Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 162.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 102m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,PUTRA KARTAMA,"Jalan Kubang Raya no. 01 RIAU, KAB KAMPAR,
              Siak Hulu, Kubang Jaya",Telp : 081276222105,Email : ptlestariputraperkasa@gmail.com,a. Atap  Rangka Baja Ringan Atap Spandek,b. Dinding  Batu Bata Plaster,c. Lantai & Pondasi  Keramik & Cor Bertulang,Subsidi : 26 Unit,Komersil : 0 Unit,"0.441948, 101.433930","CCRM+QHF Perhentian Marpoyan, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GREEN ZUHRI RESIDENCE,"JALAN TUANKU TAMBUSAI no. 34 B RIAU, KOTA PEKANBARU,
              Sukajadi, Jadirejo",Telp : 081296135262,Email : ptrizqy01@gmail.com,a. Atap  LONGSPAN/SENG WARNA,b. Dinding  BATU BATA MERAH PLESTER LUAR DALAM DAN CAT,c. Lantai & Pondasi  KERAMIK & COR SLOF BETON,Subsidi : 60 Unit,Komersil : 0 Unit,"0.716156, 100.524475","PG8F+FQ9 Ujung Batu, Rokan Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 162.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 100m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,SURYA DAYA RESIDENCE 3,"JL. HANGTUAH  no. 387 RIAU, KAB BENGKALIS,
              Mandau, Air Jamban",Telp : 081378471592,Email : Sdr_keuangan@yahoo.com,a. Atap  ATAP KAYU & ATAP SPANDEK,b. Dinding  BATU BATA & PLASTER LUAR DAN DALAM,c. Lantai & Pondasi  KERAMIK & COR BETON BERTULANG,Subsidi : 52 Unit,Komersil : 0 Unit,"1.263846, 101.154638","7573+GVJ Pematang Pudu, Bengkalis Regency, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MAHKOTA RIAU TAHAP IV,"JL.Mahkota Raya no. 01 RIAU, KAB KAMPAR,
              Tambang, Tarai Bangun",Telp : 08117680801,Email : mirnariyanti83@gmail.com,"a. Atap  Rangka Baja Ringan,Atap Seng Multiroof/Sejenisnya","b. Dinding  Bata Merah,Plaster Luar Dalam,Cat Luar Dalam","c. Lantai & Pondasi  Keramik & Pasangan Bata Merah,Sloof Cor Beton Besi Bertulang ukuran 10",Subsidi : 0 Unit,Komersil : 0 Unit,"0.428678, 101.378522","C9HH+FCC Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 800.000.000","Luas Bangunan: 156m
                    2","Luas Lahan: 135m
                      2",Kamar Tidur: 5,Kamar Mandi: 6,Green Park Residence,"jl Kamboja no. 50 C RIAU, KOTA PEKANBARU,
              Sukajadi, Sukajadi",Telp : 08117676677,Email : info@hunianhijau.co.id,a. Atap  Bitumen,b. Dinding  Bata Merah,c. Lantai & Pondasi  Granit / keramik & Tiang pancang dan pondasi setempat/cakar ayam,Subsidi : 0 Unit,Komersil : 2 Unit,"0.530977, 101.414880","GCJ7+9XR Air Hitam, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 110m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,DEVINDO RAYA RESIDENCE 5 Tahap 2,"Jalan Tenaga no. 61 RIAU, KOTA DUMAI,
              Dumai Kota, Dumai Kota",Telp : 08113276410,Email : zethaliaestatenirwana@gmail.com,a. Atap  Genteng Metal,b. Dinding  Batu Bata diplester finishing aci,c. Lantai & Pondasi  Granite 60x60 & Tapak Gajah,Subsidi : 11 Unit,Komersil : 0 Unit,"1.655767, 101.505844","MG44+885 Mundam, Kota Dumai, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Panorama Jatilian,"Jl Ketitiran, Gg Pelita Ujung. Garuda Sakti km3 no. 14 RIAU, KOTA PEKANBARU,
              Tampan, Binawidya",Telp : +62 812-6656-6031,Email : aliananugrahlestari@gmail.com,"a. Atap  Atap Spandek
Rangka Baja Ringan",b. Dinding  Bata merah + Aci Beton,c. Lantai & Pondasi  Keramik 40 x 40 & Beton Bertulang,Subsidi : 14 Unit,Komersil : 15 Unit,"0.493703, 101.364156","F9V7+FMJ Simpang Baru, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 1.200.000.000","Luas Bangunan: 185m
                    2","Luas Lahan: 157.5m
                      2",Kamar Tidur: 5,Kamar Mandi: 6,Green Park Residence type 185,"jl Kamboja  no. 50 C RIAU, KOTA PEKANBARU,
              Sukajadi, Sukajadi",Telp : 08117676677,Email : info@hunianhijau.co.id,a. Atap  Bitumen,b. Dinding  Bata Merah,c. Lantai & Pondasi  Granit / keramik & tiang pancang dan pondasi setempat (cakar ayam),Subsidi : 0 Unit,Komersil : 5 Unit,"0.530977, 101.414880","GCJ7+9XR Air Hitam, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 15.000.000.000","Luas Bangunan: 198m
                    2","Luas Lahan: 294m
                      2",Kamar Tidur: 4,Kamar Mandi: 4,Grand Ubud Cluster,"Jl. Siantan Perum Grand Ubud Cluster no. 20 RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Labuai",Telp : 081262008787,Email : kokanda195@gmail.com,"a. Atap  GENTENG KANMURI FLAT HITAM DOP 
KERANGKA BAJA RINGAN DILAPIS ALUMINIUM FOIL 2 FACE","b. Dinding  RUANGAN BATA MERAH PLESTER , CAT MOWILEX SETARA SUPER WHITE
KAMAR MANDI BATA MERAH PLESTER GRANIT MEREK NIRO SETARA 60*60","c. Lantai & Pondasi  RUANGAN GRANIT MEREK NIRO UKURAN 80*80
TERAS GRANIT MEREK NIRO UKURAN 60*60
KAMAR MANDI GRANIT MEREK NIRO 60*60 & PANCANG BETON K-250 UK 25*25, TAPAK GAJAH BESI 16 ,13ULIR, BEGEL BESI 8, SLOOF UK 20*40 COR LANTAI WIREMAXH M6 TEBAL 12CM, TIANG KOLOM UTAMA 15*25 BESI 13 ULIR BEGEL BESI 8, STICK PEMBANTU RING BALOK PEMBANTU BESI 10 BEGEL 8, DAK TALANG BETON COR BESI 10ULIR TEBAL 10CM, KONSTRUKSI CAR PORT 5.5*6, TIANG DAN BALOK GANTUNG BESI 10,12 ULIR, LANTAI 2 CAR PORT COR DAK, VENTILASI PENCAHAYAAN VOID KACA CANOPI 1,2 * 2",Subsidi : 0 Unit,Komersil : 3 Unit,"0.476732, 101.473973","FFGF+MHX Tengkerang Labuai, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MAYANG ASRI RESIDENCE,"JL TUANKU TAMBUSAI  no. 41 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Wonorejo",Telp : 082390375555,Email : andalas.saktirealty@gmail.com,a. Atap  GENTENG STEEL,b. Dinding  BATU BATA PLESTER & FINISH CAT LUAR DALAM,c. Lantai & Pondasi  GRANIT 60X60 & BATU BATA DENGAN SLOOFBETON BERTULANG,Subsidi : 88 Unit,Komersil : 0 Unit,"0.439911, 101.321439","C8QC+XH8 Rimba Panjang, Kabupaten Kampar, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 90m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,DEROFIZHA PERMATA INDRAPURI,"JL. BUKIT PASIR PERUM. BUKIT MUTIARA PERMAI IBLOK E no. 24 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Mentangor",Telp : 085355956468,Email : ptwahanagemilangperkasa@gmail.com,a. Atap  Seng Bergelombang,b. Dinding  Bata Plaster,c. Lantai & Pondasi  Granite & Cor Beton Bertulang,Subsidi : 65 Unit,Komersil : 0 Unit,"0.523102, 101.495058","GFFW+62V Bencah Lesung, Kota Pekanbaru, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BONA BANIA RESIDENCE,"JALAN TUANKU TAMBUSAI  no. 34 B RIAU, KOTA PEKANBARU,
              Sukajadi, Jadirejo",Telp : 081364832181,Email : ptpendarhasbu@gmail.com,a. Atap  GENTENG METAL,b. Dinding  BATU BATA MERAH DIPLESTER DAN DI CAT,c. Lantai & Pondasi  GRANIT UKURAN 60 X 60 & PONDASI COR SLOF BETON BERTULANG,Subsidi : 11 Unit,Komersil : 0 Unit,"0.523161, 101.332796","G8FM+747 Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 100m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA PADAT KARYA VII,"JL AIR HITAM KO ORCHID RESIDENCE RUKO no. 04 RIAU, KOTA PEKANBARU,
              Tampan, Binawidya",Telp : 085263705027,Email : nurwahanawtg@gmail.com,a. Atap  genteng,b. Dinding  pasang batu bata,c. Lantai & Pondasi  pasang keramik & kontruksi bertulang,Subsidi : 101 Unit,Komersil : 0 Unit,"0.579115, 101.413416","HCH7+J9V Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,D'Millenial,"jl rambutan  no. 79 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Sidomulyo Timur",Telp : 07617875015,Email : rajagraha.propertindo@gmail.com,a. Atap  METAL BETULANG RANGKA BAJA,b. Dinding  BATA DI PLESTER ACI FINISH CAT,c. Lantai & Pondasi  KERAMIK 40X40 & SOLF BETON BETULANG,Subsidi : 19 Unit,Komersil : 0 Unit,"0.452669, 101.463550","FF37+3C7 Simpang Tiga, Kota Pekanbaru, Riau, Indonesia"
,,,,,RISE RESIDENCE,"Jl. Bangun Sari no. 00 RIAU, KOTA DUMAI,
              Dumai Selatan, Mekar Sari",Telp : 082392181822,Email : januardinsinaga@gmail.com,,,,Subsidi : 0 Unit,Komersil : 0 Unit,"1.780313, 101.329369","Q8JH+4PH Lubuk Gaung, Kota Dumai, Riau, Indonesia"
"Harga:
                    Rp 162.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,AULIA ARTHA GRAHA,"JL.PASIR PUTIH no. 10 RIAU, KAB KAMPAR,
              Siak Hulu, Pandau Jaya",Telp : 082170233679,Email : serambimekkah_pku@yahoo.com,"a. Atap  Rangka Baja Ringan, Genteng multiroof","b. Dinding  Batu Bata, Plaster, Cat",c. Lantai & Pondasi  Full Keramik & Beton Bertulang,Subsidi : 1 Unit,Komersil : 0 Unit,"0.427567, 101.489385","CFHQ+2QC Desa Baru, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 160.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 102m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GESYA PALAS PARADISO,"Komplek Ruko Gesya Residence, Jl. Bunga Inem Blok Gardenia No.3-4, Sidomulyo Barat, Tampan, Pekanbaru City, Riau 28294 no. 3-4 RIAU, KOTA PEKANBARU,
              Tampan, Sidomulyo Barat",Telp : 082277941111,Email : paradisomegahabadi@gmail.com,"a. Atap  -  Atap Rangka Kayu
- Atap Metal","b. Dinding  - Dinding Batu Bata
- Finishing Plaster & Cat Dinding",c. Lantai & Pondasi  - Lantai Keramik 40x40 & - Pondasi Tapak (Struktur Beton Bertulang),Subsidi : 37 Unit,Komersil : 0 Unit,"0.613192, 101.397173","J97W+7VF Rumbai Bukit, Kota Pekanbaru, Riau, Indonesia"
"Harga:
                    Rp 547.008.000","Luas Bangunan: 54m
                    2","Luas Lahan: 299m
                      2",Kamar Tidur: 3,Kamar Mandi: 2,ROYAL PERMATA HIJAU,"Jl. Guna Karya/Lingkungan, Kavling No : 2A no. 2A RIAU, KOTA PEKANBARU,
              Tampan, Tuahkarya",Telp : 082369342308,Email : karyamajusejahteralestari@gmail.com,a. Atap  Baja Ringan,b. Dinding  Bata Merah + Aci + Cat Tembok,"c. Lantai & Pondasi  Granit  60 x 60  & Pondasi Tapak ( Foot Plate) 
Beton Bertulang",Subsidi : 0 Unit,Komersil : 1 Unit,"0.457819, 101.385878","F95P+49C Tuah Karya, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,CASSIAVERA LAND,"JL. TUANKU TAMBUSAI, DESA KUALU KEC. TAMBANG KAMPAR no. 02 RIAU, KAB KAMPAR,
              Tambang, Kualu",Telp : 085355850021,Email : badarproperty79@gmail.com,"a. Atap  rangka baja ringan, atap multiroof",b. Dinding  bata plesteran aci,c. Lantai & Pondasi  full granit & pondasi slof,Subsidi : 28 Unit,Komersil : 0 Unit,"0.408548, 101.376085","C95G+CC8 Kualu, Kabupaten Kampar, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 150m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,ASADEL LIVING TAHAP II,"Perumahan Asadel Living, Jalan Rustam S Abrus Lingkungan II RT.003 RW.001  no. A-5 RIAU, KAB KUANTAN SINGINGI,
              Kuantan Tengah, Sungaijering",Telp : 081289996178,Email : ukkarya@gmail.com,a. Atap  Baja Ringan,b. Dinding  Bata Merah Finising Plaster + Acian,c. Lantai & Pondasi  Keramik 40 x 40 & Tapak Bertulang,Subsidi : 117 Unit,Komersil : 0 Unit,"-0.526626, 101.540590","FGFR+86W Sungai Jering, Kabupaten Kuantan Singingi, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GIBRAN CAHAYA SEPAKAT 2,"JALAN SEPAKAT no. A-1 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 082287074492,Email : ptgibrancahayaanugrah@gmail.com,a. Atap  rangka atap baja ringan dan atap multiroof,b. Dinding  dinding dibata + di plaster dan di cat luar dalam,c. Lantai & Pondasi  granit & beton bertulang,Subsidi : 5 Unit,Komersil : 0 Unit,"0.433863, 101.299912","C7MX+GXV Rimba Panjang, Kabupaten Kampar, Riau, Indonesia"
"Harga:
                    Rp 166.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Mirah Lavender Residence,"Jalan, Sultan alimuddin Syah Gang,Medan (Perumahan Mirah Lavender Rencidence) no. B-13 RIAU, KAB SIAK,
              Tualang, Perawang Barat",Telp : +62811759579,Email : ptshatyavijayapersada@gmail.com,a. Atap  Spandek lurus rangka bajaringan,b. Dinding  batu bata diplaster pelamir dan dicat,c. Lantai & Pondasi  keramik 40x40 cm & semen halus,Subsidi : 55 Unit,Komersil : 1 Unit,"0.683202, 101.588200","MHMQ+77P Perawang Bar., Kabupaten Siak, Riau, Indonesia"
"Harga:
                    Rp 160.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 105m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Setia Mulya 9,"Jl. Air Hitam no. 7 RIAU, KOTA PEKANBARU,
              Payung Sekaki, Sungaisibam",Telp : 08117608087,Email : apr.properti@gmail.com,a. Atap  Genteng Warna,b. Dinding  Batu bata di plaster,c. Lantai & Pondasi  Keramik & Beton slof bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"0.502602, 101.332380","G83J+2XR Karya Indah, Kabupaten Kampar, Riau, Indonesia"
